N,seed,weight_reg_one,val_loss_inverse_distortion,val_loss_inverse_distortion_clamped,val_reg_one,val_reg_one_clamped,val_reg_zero,val_reg_zero_clamped
15,984,0.25,0.010339382104575634,0.010339382104575634,0.015965566039085388,0.015965566039085388,0.2916392683982849,0.2916392683982849
16,123,0.0,0.0005375152686610818,0.0005375152686610818,0.013350166380405426,0.013350166380405426,0.3510451018810272,0.3510451018810272
16,246,0.0,0.00018744001863524318,0.006119010969996452,0.4493235945701599,0.4493235945701599,0.3548552393913269,0.29418420791625977
16,369,0.0,0.00031369252246804535,0.00031369252246804535,0.040104497224092484,0.040104497224092484,0.35337141156196594,0.35337141156196594
16,492,0.0,0.00029943103436380625,0.0002997005358338356,0.3089284300804138,0.3089284300804138,0.3541158437728882,0.3541070222854614
16,615,0.0,0.0076732211746275425,0.0076732211746275425,0.3074209690093994,0.3074209690093994,0.34989669919013977,0.34989669919013977
16,738,0.0,0.00045052971108816564,0.00045052971108816564,2.630124092102051,2.630124092102051,0.35485103726387024,0.35485103726387024
16,861,0.0,0.00021899428975302726,0.00022122293012216687,0.3111721873283386,0.3111721873283386,0.3542211353778839,0.3541862368583679
16,984,0.0,0.00028491418925113976,0.00028491418925113976,0.1586918830871582,0.1586918830871582,0.3545648753643036,0.3545648753643036
16,123,0.25,0.0016295723617076874,0.0016295723617076874,0.0036484207957983017,0.0036484207957983017,0.362031489610672,0.362031489610672
16,246,0.25,0.002080995822325349,0.002080995822325349,0.0031997840851545334,0.0031997840851545334,0.36128854751586914,0.36128854751586914
16,369,0.25,0.0014342351350933313,0.0014342351350933313,0.002863620175048709,0.002863620175048709,0.3591015338897705,0.3591015338897705
16,492,0.25,0.0017527975142002106,0.0017527975142002106,0.0036120875738561153,0.0036120875738561153,0.3629854917526245,0.3629854917526245
16,615,0.25,0.0017098698299378157,0.0017098698299378157,0.0038702674210071564,0.0038702674210071564,0.36514943838119507,0.36514943838119507
16,738,0.25,0.055440790951251984,0.18493539094924927,0.0031704427674412727,0.0031704427674412727,1.2142270803451538,0.3683687448501587
16,861,0.25,0.008719166740775108,0.008719166740775108,0.006450859364122152,0.006450859364122152,0.31179288029670715,0.31179288029670715
16,984,0.25,0.0015638733748346567,0.0015638733748346567,0.003153042169287801,0.003153042169287801,0.3629997670650482,0.3629997670650482
